STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,TIME_PERIOD,OBS_VALUE,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LAC,Latin America & Caribbean (excluding high income),WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,62.61311008,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TLA,Latin America & Caribbean (IDA & IBRD),WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,62.90289317,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LDC,Least developed countries: UN classification,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,47.66637833,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LMY,Low & middle income,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,58.38046663,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LIC,Low income,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,47.37918302,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LMC,Lower middle income,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,53.93891319,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEA,Middle East and North Africa,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,58.0965594,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNA,Middle East & North Africa (excluding high income),WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,57.38420922,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TMN,Middle East & North Africa (IDA & IBRD),WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,57.38420922,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MIC,Middle income,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,59.18602126,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NAC,North America,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,73.90781004,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OED,OECD members,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,72.0957902,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OSS,Other small states,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,60.9898072,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PSS,Pacific island small states,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,62.74593848,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PST,Post-demographic dividend,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,73.21336502,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRE,Pre-demographic dividend,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,47.60395458,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SST,Small states,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,62.04331378,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SAS,South Asia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,53.20134664,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TSA,South Asia (IDA & IBRD),WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,53.20134664,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SSF,Sub-Saharan Africa,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,48.2101057,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SSA,Sub-Saharan Africa (excluding high income),WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,48.2101057,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TSS,Sub-Saharan Africa (IDA & IBRD),WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,48.2101057,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,UMC,Upper middle income,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,63.11572517,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,WLD,World,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,61.90898112,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,39.086,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,69.584,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,51.755,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,42.175,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ATG,Antigua and Barbuda,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,73.035,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,68.491,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,66.041,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ABW,Aruba,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,70.778,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUS,Australia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,74.00390244,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,72.31219512,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,60.867,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,67.366,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHR,Bahrain,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,70.456,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,51.464,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,71.526,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,69.93363415,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,73.19365854,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,67.399,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,47.362,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BMU,Bermuda,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,73.299,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,47.411,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,50.665,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,70.34,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,60.176,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,61.253,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VGB,British Virgin Islands,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,67.463,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,68.862,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,71.30829268,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,45.903,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,44.59,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,60.917,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,42.279,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,50.575,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,74.86634146,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,49.597,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,42.81,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHI,Channel Islands,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,72.509,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,68.186,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,63.865,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,66.38,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,50.251,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,45.207,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,56.314,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,72.423,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,51.682,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,70.42731707,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,72.447,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUW,Curacao,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,70.74409756,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,71.895,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,70.7495122,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,74.21926829,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,51.518,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,70.97,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,60.753,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,62.696,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,55.802,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,52.2,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNQ,Equatorial Guinea,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,41.653,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ERI,Eritrea,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,43.972,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,68.78585366,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWZ,Eswatini,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,57.268,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ETH,Ethiopia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,42.807,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,62.941,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,73.15536585,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,73.85121951,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PYF,French Polynesia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,66.235,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GAB,Gabon,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,57.053,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GMB,"Gambia, The",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,44.558,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,67.074,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,72.63017073,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,50.932,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIB,Gibraltar,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,72.71,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,74.62107317,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRL,Greenland,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,63.95487805,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRD,Grenada,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,67.9,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUM,Guam,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,69.579,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,56.185,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIN,Guinea,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,42.393,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNB,Guinea-Bissau,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,43.39,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUY,Guyana,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,61.133,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HTI,Haiti,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,49.675,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,59.908,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,73.66317073,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,69.61536585,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,76.77317073,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IND,India,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,53.06,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDN,Indonesia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,58.153,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRN,"Iran, Islamic Rep.",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,58.55,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRQ,Iraq,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,64.791,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,72.26802439,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IMN,Isle of Man,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,67.882,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,73.50731707,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,74.00268293,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JAM,Jamaica,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,69.048,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JPN,Japan,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,76.10878049,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JOR,Jordan,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,65.851,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KAZ,Kazakhstan,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,62.25458537,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KEN,Kenya,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,57.722,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KIR,Kiribati,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,57.083,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRK,"Korea, Dem. People's Rep.",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,65.672,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KOR,"Korea, Rep.",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,65.54634146,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,XKX,Kosovo,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,67.389,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KWT,Kuwait,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,69.677,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KGZ,Kyrgyz Republic,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,60.79502439,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LAO,Lao PDR,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,46.966,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,68.49560976,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBN,Lebanon,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,59.467,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LSO,Lesotho,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,55.338,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBR,Liberia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,44.349,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBY,Libya,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,64.26,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,70.48219512,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LUX,Luxembourg,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,72.33078049,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAC,"Macao SAR, China",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,73.07,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDG,Madagascar,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,49.851,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MWI,Malawi,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,44.268,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MYS,Malaysia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1979,67.762,A,Normal value,PU
