STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,TIME_PERIOD,OBS_VALUE,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,9409.508513,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ATG,Antigua and Barbuda,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1374.704602,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,3282.063044,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUS,Australia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,8252.734457,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,8173.329263,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,3720.040579,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHR,Bahrain,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,6925.988932,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,158.3242552,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,2197.899062,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,10289.76842,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,982.6043702,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,249.8029262,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BMU,Bermuda,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,8904.942823,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,232.1723697,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,683.142437,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,695.2193369,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1732.500122,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,23446.53412,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,223.879112,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,148.8232325,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,147.1015734,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,581.989336,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,9154.433253,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,254.6240877,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,252.5113817,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1431.350138,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,156.3963885,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,932.3926951,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,615.0841953,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,502.7042514,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1555.837161,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1039.114983,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1837.39107,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1929.400024,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,11817.62509,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,785.5758148,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,868.3973718,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1541.137604,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,354.6742463,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,711.8522642,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWZ,Eswatini,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,609.96065,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ETH,Ethiopia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,178.3024806,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRO,Faroe Islands,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,9479.437545,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1354.811441,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,7629.495725,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,9166.59012,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PYF,French Polynesia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,6848.951004,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GAB,Gabon,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,3359.572681,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GMB,"Gambia, The",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,257.5810422,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,9516.782832,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,325.5984767,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,4629.339377,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRL,Greenland,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,7235.516939,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRD,Grenada,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,917.1111188,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,925.1800265,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIN,Guinea,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1657.963932,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNB,Guinea-Bissau,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,402.7775257,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUY,Guyana,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,663.2085861,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HTI,Haiti,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,180.3212539,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,883.5472213,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,3923.971378,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1612.600991,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,11236.73574,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IND,India,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,209.3890636,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDN,Indonesia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,362.4837798,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRN,"Iran, Islamic Rep.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,2100.770153,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRQ,Iraq,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1863.217612,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,4399.986805,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,4788.327925,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,5623.429176,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JAM,Jamaica,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1262.403272,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JPN,Japan,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,9012.136035,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JOR,Jordan,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1248.90326,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KEN,Kenya,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,355.1419822,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KIR,Kiribati,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,610.7838526,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KOR,"Korea, Rep.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1405.822374,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KWT,Kuwait,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,11567.06537,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LSO,Lesotho,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,200.8454135,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBR,Liberia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,394.4680783,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBY,Libya,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,7251.837542,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LIE,Liechtenstein,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,17456.93095,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LUX,Luxembourg,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,13034.38821,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDG,Madagascar,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,314.9832412,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MYS,Malaysia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1326.887698,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDV,Maldives,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,156.0531839,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MLI,Mali,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,169.1233191,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MLT,Malta,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,2558.735459,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MHL,Marshall Islands,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,770.9177688,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MRT,Mauritania,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,577.7427775,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MUS,Mauritius,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1102.347537,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEX,Mexico,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1604.409205,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FSM,"Micronesia, Fed. Sts.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,737.5104324,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MCO,Monaco,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,37607.78869,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAR,Morocco,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,712.8796387,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MMR,Myanmar,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,29.2562311,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NRU,Nauru,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,5721.313689,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NPL,Nepal,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,108.0994251,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NLD,Netherlands,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,11195.84249,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NCL,New Caledonia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,5779.036339,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,5936.98526,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NIC,Nicaragua,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,690.7412617,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NER,Niger,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,306.8280225,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NGA,Nigeria,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,526.8958529,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NOR,Norway,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,11462.59459,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OMN,Oman,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,3043.75121,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAK,Pakistan,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,233.4179916,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PLW,Palau,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1971.866158,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAN,Panama,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1738.487637,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PNG,Papua New Guinea,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,648.4901128,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRY,Paraguay,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,882.9319193,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PER,Peru,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,756.3473068,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PHL,Philippines,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,565.2674871,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRT,Portugal,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,2457.313216,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRI,Puerto Rico,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,3567.752629,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,QAT,Qatar,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,16757.09825,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RWA,Rwanda,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,179.8765278,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,WSM,Samoa,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,670.6332719,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,STP,Sao Tome and Principe,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,586.8665672,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SAU,Saudi Arabia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,14914.15427,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SEN,Senegal,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,589.1340453,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SYC,Seychelles,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1376.546513,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLE,Sierra Leone,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,305.4278006,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SGP,Singapore,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,3193.905657,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLB,Solomon Islands,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,500.0582231,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SOM,Somalia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,117.2553451,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZAF,South Africa,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1851.751913,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ESP,Spain,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,4353.327374,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LKA,Sri Lanka,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,190.9964646,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KNA,St. Kitts and Nevis,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1143.840001,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VCT,St. Vincent and the Grenadines,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,592.0191825,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SDN,Sudan,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,410.0720825,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SUR,Suriname,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1927.906014,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWE,Sweden,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,12602.3664,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHE,Switzerland,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,16282.19325,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SYR,Syrian Arab Republic,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,1107.783045,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TZA,Tanzania,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,529.6036377,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,THA,Thailand,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,548.2331132,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TGO,Togo,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,420.5070095,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TON,Tonga,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,427.6312875,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TTO,Trinidad and Tobago,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,3258.092758,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUN,Tunisia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1978,945.9646781,A,Normal value,PU,Public
